code,description,type,parent,is_billable
81.58.40,Revisione bilaterale di protesi d'anca (solo componenti acetabolari),procedura,81.58,1
81.58.50,Revisione bilaterale di protesi d'anca (solo componenti femorali),procedura,81.58,1
81.58.60,Revisione bilaterale di protesi del ginocchio,procedura,81.58,1
81.58.70,Inserzione contemporanea di protesi sia nell'anca che nel ginocchio,procedura,81.58,1
81.58.80,Revisione contemporanea di protesi dell'anca e del ginocchio,procedura,81.58,1
81.58.Z0,Altro intervento multiplo di sostituzione sugli arti inferiori (contemporanei inserzione o revisione di protesi),procedura,81.58,1
81.59,"Revisione di sostituzione di articolazione delle estremità inferiori, non classificata altrove",category,81.5,0
81.59.Z0,"Revisione di sostituzione di articolazione delle estremità inferiori, non classificata altrove",procedura,81.59,1
81.5A,Superficie di appoggio della protesi d'anca,category,81.5,0
81.5A.1W,"Superficie di appoggio della protesi d’anca, metallo su polietilene",procedura,81.5A,1
81.5A.2W,"Superficie di appoggio della protesi d’anca, metallo su metallo",procedura,81.5A,1
81.5A.3W,"Superficie di appoggio della protesi d’anca, ceramica su ceramica",procedura,81.5A,1
81.5A.4W,"Superficie di appoggio della protesi d’anca, ceramica su polietilene",procedura,81.5A,1
81.6,Altre procedure sulla colonna vertebrale,block,81,0
81.62,Fusione o rifusione di 2-3 vertebre,category,81.6,0
81.62.0W,Fusione o rifusione di 2-3 vertebre,procedura,81.62,1
81.63,Fusione o rifusione di 4-8 vertebre,category,81.6,0
81.63.0W,Fusione o rifusione di 4-8 vertebre,procedura,81.63,1
81.64,Fusione o rifusione di 9 o più vertebre,category,81.6,0
81.64.0W,Fusione o rifusione di 9 o più vertebre,procedura,81.64,1
81.65,Vertebroplastica,category,81.6,0
81.65.1P,"Vertebroplastica (percutanea), su un solo corpo vertebrale",procedura,81.65,1
81.65.2P,"Vertebroplastica (percutanea), su diversi corpi vertebrali",procedura,81.65,1
81.65.Z0,Altra vertebroplastica,procedura,81.65,1
81.66,Cifoplastica,category,81.6,0
81.66.10,"Cifoplastica, su un solo corpo vertebrale",procedura,81.66,1
81.66.20,"Cifoplastica, su diversi corpi vertebrli",procedura,81.66,1
81.67.10,Sostituzione di vertebra con protesi telescopica [intervento di Heiner Böhm],procedura,81.67,1
81.67.20,Sostituzione di più vertebre con protesi telescopica [intervento di Heiner Böhm],procedura,81.67,1
81.68.10,Sostituzione di un solo corpo vertebrale mediante innesto di spongiosa autologa o di elementi corticospongiosi (autologhi),procedura,81.68,1
81.68.20,Sostituzione di un solo corpo vertebrale con matrice ossea umana demineralizzata (con/senza arricchimento di osteoblasti),procedura,81.68,1
81.68.30,Sostituzione di diversi corpi vertebrali mediante innesto di spongiosa autologa o di elementi corticospongiosi (autologhi),procedura,81.68,1
81.68.40,Sostituzione di diversi corpi vertebrali con matrice ossea umana demineralizzata (con/senza arricchimento di osteoblasti),procedura,81.68,1
81.7,"Artroplastica e riparazione della mano, delle dita e del polso",block,81,0
81.71,Artroplastica della articolazione metacarpofalangea e interfalangea con impianto,category,81.7,0
81.71.00,Artroplastica della articolazione metacarpofalangea e interfalangea con impianto,procedura,81.71,1
81.72,Artroplastica della articolazione metacarpofalangea e interfalangea senza impianto,category,81.7,0
81.72.00,Artroplastica della articolazione metacarpofalangea e interfalangea senza impianto,procedura,81.72,1
81.73,Sostituzione totale del polso,category,81.7,0
81.73.10,Sostituzione totale del polso,procedura,81.73,1
81.73.20,Sostituzione parziale del polso,procedura,81.73,1
81.74,Artroplastica della articolazione carpocarpale o carpometacarpale con impianto,category,81.7,0
81.74.00,"Artroplastica della articolazione intracarpica, radiocarpica o carpo-metacarpale con impianto",procedura,81.74,1
81.75,Artroplastica della articolazione carpocarpale o carpometacarpale senza impianto,category,81.7,0
81.75.00,"Artroplastica della articolazione intracarpica, radiocarpica o carpo-metacarpale senza impianto",procedura,81.75,1
81.76.10,Revisione di protesi del polso,procedura,81.76,1
81.79,"Altra riparazione della mano, delle dita e del polso",category,81.7,0
81.79.10,"Revisione di protesi del polso, senza sostituzione",procedura,81.79,1
81.79.20,"Revisione di protesi del polso, con sostituzione",procedura,81.79,1
81.79.30,"Sutura, rifissazione o plastica dell'apparato capsulo-legamentoso dell'articolazione del polso",procedura,81.79,1
81.79.40,"Revisione di protesi delle articolazioni della mano e delle dita della mano, senza sostituzione",procedura,81.79,1
81.79.50,"Revisione di protesi delle articolazioni della mano e delle dita della mano, con sostituzione",procedura,81.79,1
81.79.60,"Sutura, rifissazione o plastica dell'apparato capsulo-legamentoso delle articolazioni della mano",procedura,81.79,1
81.79.70,Stabilizzazione di mano e polso mediante mezzo di fissazione interna a sospensione (bottone corticale),procedura,81.79,1
81.79.Z1,Altra riparazione del polso,procedura,81.79,1
81.79.Z2,Altra riparazione delle articolazioni della mano e delle dita della mano,procedura,81.79,1
81.8,Artroplastica e riparazione della spalla e del gomito,block,81,0
81.80,Sostituzione totale della spalla (con protesi sintetica),category,81.8,0
81.80.10,Sostituzione anatomica (diretta) della spalla,procedura,81.80,1
81.80.20,Sostituzione inversa della spalla [Reverse total shoulder replacement],procedura,81.80,1
81.80.30,"Revisione di artroprotesi della spalla, senza sostituzione",procedura,81.80,1
81.80.3A,"Revisione artroscopica di protesi della spalla, senza sostituzione",procedura,81.80,1
81.80.40,Revisione con sostituzione di protesi della spalla,procedura,81.80,1
81.80.Z0,Altra sostituzione totale della spalla,procedura,81.80,1
81.81,Sostituzione parziale della spalla (con protesi sintetica),category,81.8,0
81.81.10,Sostituzione parziale della spalla (solo testa omerale),procedura,81.81,1
81.81.20,Sostituzione parziale della spalla (solo glenoidea),procedura,81.81,1
81.81.30,Revisione di endoprotesi di spalla con sostituzione,procedura,81.81,1
81.81.40,Revisione di endoprotesi di spalla senza sostituzione,procedura,81.81,1
81.82,Riparazione di lussazione ricorrente della spalla,category,81.8,0
81.82.1A,"Plastica dell'apparato capsulo-legamentoso gleno-omerale e fissazione, per via artroscopica",procedura,81.82,1
81.82.1C,"Plastica dell'apparato capsulo-legamentoso gleno-omerale e fissazione, a cielo aperto",procedura,81.82,1
81.82.2A,"Stabilizzazione gleno-omerale con innesto di osso autologo, per via artroscopica",procedura,81.82,1
81.82.2C,"Stabilizzazione gleno-omerale con innesto di osso autologo, per via chirurgica a cielo aperto",procedura,81.82,1
81.82.3A,"Stabilizzazione gleno-omerale con innesto di osso omologo, per via artroscopica",procedura,81.82,1
81.82.3C,"Stabilizzazione gleno-omerale con innesto di osso omologo, a cielo aperto",procedura,81.82,1
81.82.4A,"Stabilizzazione gleno-omerlae con innesto eterologo, per via artroscopica",procedura,81.82,1
81.82.4C,"Stabilizzazione gleno-omerlae con innesto eterologo, a cielo aperto",procedura,81.82,1
81.82.5A,"Stabilizzazione acromio-claveare con innesto autologo, per via artroscopica",procedura,81.82,1
81.82.5C,"Stabilizzazione acromio-claveare con innesto autologo, per via chirurgica a cielo aperto",procedura,81.82,1
81.82.6A,"Stabilizzazione acromio-claveare con innesto omologo, per via artroscopica",procedura,81.82,1
81.82.6C,"Stabilizzazione acromio-claveare con innesto omologo, per via chirurgica a cielo aperto",procedura,81.82,1
81.82.Z0,Altra riparazione di lussazione ricorrente della spalla,procedura,81.82,1
81.83,Altra riparazione della spalla,category,81.8,0
81.83.1A,"Acromion-plastica con sezione del legamento coraco-acromiale, artroscopica",procedura,81.83,1
81.83.1C,"Acromion-plastica con sezione del legamento coraco-acromiale, chirurgica aperta",procedura,81.83,1
81.83.2A,"Sutura, rifissazione o plastica dell'apparato capsulo-legamentoso della spalla, per via artroscopica",procedura,81.83,1
81.83.2C,"Sutura, rifissazione o plastica dell'apparato capsulo-legamentoso della spalla, chirurgica a cielo aperto",procedura,81.83,1
81.83.30,Rifissazione di frammento osteocondrale della spalla,procedura,81.83,1
81.83.40,Spongioplastica subcondrale della spalla,procedura,81.83,1
81.83.50,Condroabrasione della spalla,procedura,81.83,1
81.83.60,Perforazione subcondrale della spalla,procedura,81.83,1
81.83.70,Perforazione subcondrale della spalla con inserzione di impianto acellulare,procedura,81.83,1
81.83.80,Stabilizzazione dell'articolazione della spalla mediante mezzo di fissazione interna a sospensione,procedura,81.83,1
81.83.Z0,Altra riparazione della spalla,procedura,81.83,1
81.84,Sostituzione del gomito,category,81.8,0
81.84.10,Sostituzione totale del gomito,procedura,81.84,1
81.84.20,Sostituzione parziale del gomito (una componente),procedura,81.84,1
81.84.30,Sostituzione parziale del gomito (due componenti),procedura,81.84,1
81.84.40,Revisione totale di protesi del gomito,procedura,81.84,1
81.84.50,Revisione parziale di protesi del gomito,procedura,81.84,1
81.85,Altra riparazione del gomito,category,81.8,0
81.85.1A,"Sutura, rifissazione o plastica dell'apparato capsulo-legamentoso dell'articolazione del gomito, per via artroscopica",procedura,81.85,1
81.85.1C,"Sutura, rifissazione o plastica dell'apparato capsulo-legamentoso dell'articolazione del gomito, chirurgica a cielo aperto",procedura,81.85,1
81.85.20,Riparazione di triade terribile del gomito,procedura,81.85,1
81.85.30,Rimozione di protesi del gomito,procedura,81.85,1
81.85.Z0,Altra riparazione del gomito,procedura,81.85,1
81.9,Altri interventi sulle strutture articolari,block,81,0
81.90,Altri innesti o trapianti di tessuti cartilaginei,category,81.9,0
81.90.10,Innesto di cartilagine e impianto di colture tissutali prodotte in vitro in articolazioni maggiore,procedura,81.90,1
81.90.20,"Innesto cartilagineo con procedura OATS (sistema di transfer osteoarticolare), mosaico-plastica",procedura,81.90,1
81.90.30,Trapianto di condrociti autologhi prodotti su matrice in articolazione maggiore,procedura,81.90,1
81.90.40,Trapianto di tessuti di sintesi [Majoregent] in articolazione maggiore,procedura,81.90,1
81.91,Artrocentesi,category,81.9,0
81.91.1P,Artrocentesi articolazione temporomandibolare,procedura,81.91,1
81.91.2P,Artrocentesi di spalla,procedura,81.91,1
81.91.3P,Artrocentesi di gomito,procedura,81.91,1
81.91.4P,Artrocentesi di anca,procedura,81.91,1
81.91.5P,Artrocentesi di ginocchio,procedura,81.91,1
81.91.6P,Artrocentesi di caviglia,procedura,81.91,1
81.91.ZP,Altra artrocentesi,procedura,81.91,1
81.92,Iniezione di sostanze terapeutiche nell’articolazione o nel legamento,category,81.9,0
81.92.1P,Iniezione di sostanze terapeutiche nell'articolazione della spalla,procedura,81.92,1
81.92.2P,Iniezione di sostanze terapeutiche nell'articolazione del gomito,procedura,81.92,1
81.92.3P,Iniezione di sostanze terapeutiche nell'articolazione dell'anca,procedura,81.92,1
81.92.4P,Iniezione di sostanze terapeutiche nell'articolazione del ginocchio,procedura,81.92,1
81.92.5P,Iniezione di sostanze terapeutiche nell'articolazione della caviglia,procedura,81.92,1
81.92.6P,"Iniezione di sostanze terapeutiche nel legamento, o nelle borse, o nei tendini",procedura,81.92,1
81.92.7P,Iniezione di sostanze terapeutiche specifiche nel legamento [cordone retraente] della mano,procedura,81.92,1
81.92.Z0,Altra iniezione di sostanze terapeutiche nell’articolazione o nel legamento,procedura,81.92,1
81.93,Sutura della capsula o dei legamenti dell’arto superiore,category,81.9,0
81.93.00,Sutura della capsula o dei legamenti dell’arto superiore,procedura,81.93,1
81.94,Sutura della capsula o del legamento della caviglia e del piede,category,81.9,0
81.94.00,Altra sutura della capsula o del legamento della caviglia e del piede,procedura,81.94,1
81.94.1A,"Sutura, rifissazione o plastica dell'apparato capsulo-legamentoso della caviglia o del piede per via artroscopica",procedura,81.94,1
81.94.1C,"Sutura, rifissazione o plastica dell'apparato capsulo-legamentoso della caviglia o del piede chirurgica a cielo aperto",procedura,81.94,1
81.95,Sutura della capsula o del legamento in altra parte dell’arto interiore,category,81.9,0
81.95.0A,"Sutura della capsula o del legamento in altra parte dell’arto interiore, per via artroscopica",procedura,81.95,1
81.95.0C,"Sutura della capsula o del legamento in altra parte dell’arto interiore, a cielo aperto",procedura,81.95,1
81.96,Altra riparazione articolare,category,81.9,0
81.96.Z0,Altra riparazione articolare,procedura,81.96,1
81.97,Revisione di sostituzione di articolazione dell’arto superiore,category,81.9,0
81.97.Z0,Altra revisione di sostituzione di articolazione dell’arto superiore,procedura,81.97,1
81.98,Altre procedure diagnostiche sulle strutture articolari,category,81.9,0
81.98.Z0,Altre procedure diagnostiche sulle strutture articolari,procedura,81.98,1
81.9Z.00,Altri interventi sulle strutture articolari,procedura,81.9Z,1
82,"Interventi sui muscoli, sui tendini e sulle fasce della mano",chapter,,0
82.0,"Incisione di muscoli, tendini, fasce e borse della mano",block,82,0
82.01,Esplorazione della fascia tendinea della mano,category,82.0,0
82.01.00,Esplorazione della fascia tendinea della mano,procedura,82.01,1
82.02,Miotomia della mano,category,82.0,0
82.02.00,Miotomia della mano,procedura,82.02,1
82.03,Bursotomia della mano,category,82.0,0
82.03.00,Borsotomia della mano,procedura,82.03,1
82.04,Incisione e drenaggio dello spazio palmare o tenare,category,82.0,0
82.04.00,Incisione e drenaggio dello spazio palmare o tenare,procedura,82.04,1
82.09,Altra incisione dei tessuti molli della mano,category,82.0,0
82.09.Z0,"Altra incisione o sezione dei tessuti molli della mano (escluse tendini, fasce e muscoli)",procedura,82.09,1
82.1,"Sezione di muscoli, tendini e fasce della mano",block,82,0
82.11,Tenotomia della mano Sezione di tendine della mano,category,82.1,0
82.11.00,Incisione o sezione di tendine (tenotomia) della mano (per allungamento),procedura,82.11,1
82.12,Fasciotomia della mano Sezione di fascia della mano,category,82.1,0
82.12.0C,"Fasciotomia della mano, approccio chirurgico aperto",procedura,82.12,1
82.12.0P,"Fasciotomia della mano, approccio percutaneo",procedura,82.12,1
82.1Z.00,Altra sezione di tessuto molle della mano,procedura,82.1Z,1
82.2,"Asportazione di lesione di muscoli, tendini e fasce della mano",block,82,0
82.21,Asportazione di lesione della fascia tendinea della mano,category,82.2,0
82.21.00,Asportazione di lesione della fascia tendinea della mano.,procedura,82.21,1
82.22,Asportazione di lesione dei muscoli della mano,category,82.2,0
82.22.00,Asportazione di lesione o cisti dai muscoli della mano,procedura,82.22,1
82.29,Asportazione di altre lesioni dei tessuti molli della mano,category,82.2,0
82.29.00,Asportazione di lesione o cisti da altri tessuti molli della mano,procedura,82.29,1
82.3,Altra asportazione dei tessuti molli della mano,block,82,0
82.31,Borsectomia della mano,category,82.3,0
82.31.00,Borsectomia della mano,procedura,82.31,1
82.32,Asportazione dei tendini della mano per innesto,category,82.3,0
